Interaction ID,Customer ID,Category
INT319400,US00016615,High Bill
INT319401,US00016615,Move-In
INT319402,US00016615,Medical Certificate
INT319403,US00016615,Low Income Program Request
INT319404,US00016616,Budget Billing Enrollment
INT319405,US00016616,Meter Read Reported
INT319406,US00016616,Rebate Request
INT319407,US00016616,Payment Arrangement
INT319408,US00016616,Transfer of Service
INT319409,US00016616,Meter Read Reported
INT319410,US00016616,High Bill
INT319411,US00016616,Service Order Request
INT319412,US00016616,Payment Extension
INT319413,US00016616,Budget Billing Enrollment
INT319414,US00016617,Medical Certificate
INT319415,US00016617,Bill Correction
INT319416,US00016617,Medical Certificate
INT319417,US00016617,Budget Billing Enrollment
INT319418,US00016617,Medical Certificate
INT319419,US00016617,Switch Supplier
INT319420,US00016617,Bill Correction
INT319421,US00016617,Service Order Reschedule
INT319422,US00016617,Meter Read Reported
INT319423,US00016617,Service Order Request
INT319424,US00016617,Service Order Reschedule
INT319425,US00016618,Service Order Request
INT319426,US00016618,Rebate Request
INT319427,US00016618,Move-In
INT319428,US00016618,Move-In
INT319429,US00016618,Payment Extension
INT319430,US00016618,Switch Supplier
INT319431,US00016618,Low Income Program Request
INT319432,US00016618,Bill Correction
INT319433,US00016618,Low Income Program Request
INT319434,US00016618,Transfer of Service
INT319435,US00016618,Service Order Reschedule
INT319436,US00016618,Medical Certificate
INT319437,US00016619,Meter Read Reported
INT319438,US00016619,Budget Billing Enrollment
INT319439,US00016619,Bill Correction
INT319440,US00016619,Budget Billing Enrollment
INT319441,US00016619,Service Order Request
INT319442,US00016619,Payment Arrangement
INT319443,US00016619,Service Order Request
INT319444,US00016619,Meter Read Reported
INT319445,US00016619,Move-In
INT319446,US00016619,Payment Arrangement
INT319447,US00016619,Meter Read Reported
INT319448,US00016619,Meter Read Reported
INT319449,US00016619,High Bill
INT319450,US00016619,High Bill
INT319451,US00016620,Transfer of Service
INT319452,US00016620,Bill Correction
INT319453,US00016620,Move-In
INT319454,US00016620,Meter Read Reported
INT319455,US00016620,Bill Correction
INT319456,US00016620,Meter Read Reported
INT319457,US00016620,Budget Billing Enrollment
INT319458,US00016620,Rebate Request
INT319459,US00016620,Payment Arrangement
INT319460,US00016620,Bill Correction
INT319461,US00016620,Transfer of Service
INT319462,US00016620,Profile Update
INT319463,US00016621,Meter Read Reported
INT319464,US00016621,Move-In
INT319465,US00016621,Payment Arrangement
INT319466,US00016621,Transfer of Service
INT319467,US00016621,Medical Certificate
INT319468,US00016621,Switch Supplier
INT319469,US00016621,Medical Certificate
INT319470,US00016621,Rebate Request
INT319471,US00016621,Move-In
INT319472,US00016621,Payment Extension
INT319473,US00016621,Budget Billing Enrollment
INT319474,US00016621,Bill Correction
INT319475,US00016621,Payment Extension
INT319476,US00016621,Bill Correction
INT319477,US00016621,Medical Certificate
INT319478,US00016622,Medical Certificate
INT319479,US00016622,Rebate Request
INT319480,US00016622,Transfer of Service
INT319481,US00016622,Payment Extension
INT319482,US00016622,High Bill
INT319483,US00016622,Switch Supplier
INT319484,US00016622,Switch Supplier
INT319485,US00016622,Payment Extension
INT319486,US00016622,Service Order Request
INT319487,US00016622,Transfer of Service
INT319488,US00016622,Meter Read Reported
INT319489,US00016622,Budget Billing Enrollment
INT319490,US00016623,Service Order Reschedule
INT319491,US00016623,Low Income Program Request
INT319492,US00016623,High Bill
INT319493,US00016623,Medical Certificate
INT319494,US00016623,Move-In
INT319495,US00016623,Switch Supplier
INT319496,US00016623,High Bill
INT319497,US00016623,Meter Read Reported
INT319498,US00016623,Bill Correction
INT319499,US00016623,Payment Arrangement
INT319500,US00016623,Low Income Program Request
INT319501,US00016623,Low Income Program Request
INT319502,US00016624,Bill Correction
INT319503,US00016624,Switch Supplier
INT319504,US00016624,Payment Arrangement
INT319505,US00016624,High Bill
INT319506,US00016624,Bill Correction
INT319507,US00016624,Service Order Reschedule
INT319508,US00016624,High Bill
INT319509,US00016624,Meter Read Reported
INT319510,US00016624,Payment Arrangement
INT319511,US00016624,Switch Supplier
INT319512,US00016624,Move-In
INT319513,US00016624,Meter Read Reported
INT319514,US00016625,Low Income Program Request
INT319515,US00016625,Profile Update
INT319516,US00016625,Payment Arrangement
INT319517,US00016625,Service Order Request
INT319518,US00016625,Rebate Request
INT319519,US00016625,Payment Arrangement
INT319520,US00016625,Low Income Program Request
INT319521,US00016625,Rebate Request
INT319522,US00016625,Transfer of Service
INT319523,US00016625,Low Income Program Request
INT319524,US00016625,Payment Arrangement
INT319525,US00016625,Service Order Request
INT319526,US00016625,Move-In
INT319527,US00016625,Medical Certificate
INT319528,US00016625,Service Order Request
INT319529,US00016626,Meter Read Reported
INT319530,US00016626,High Bill
INT319531,US00016626,Profile Update
INT319532,US00016626,Low Income Program Request
INT319533,US00016626,Medical Certificate
INT319534,US00016626,Profile Update
INT319535,US00016626,Rebate Request
INT319536,US00016626,Payment Arrangement
INT319537,US00016627,Low Income Program Request
INT319538,US00016627,Low Income Program Request
INT319539,US00016627,Service Order Request
INT319540,US00016627,Bill Correction
INT319541,US00016627,Bill Correction
INT319542,US00016627,Payment Extension
INT319543,US00016627,Service Order Reschedule
INT319544,US00016627,Payment Arrangement
INT319545,US00016627,Bill Correction
INT319546,US00016627,Low Income Program Request
INT319547,US00016627,Rebate Request
INT319548,US00016627,Medical Certificate
INT319549,US00016627,Service Order Request
INT319550,US00016627,Transfer of Service
INT319551,US00016628,Switch Supplier
INT319552,US00016628,Medical Certificate
INT319553,US00016628,Profile Update
INT319554,US00016628,Switch Supplier
INT319555,US00016628,Bill Correction
INT319556,US00016628,Profile Update
INT319557,US00016628,Payment Extension
INT319558,US00016628,Profile Update
INT319559,US00016628,Profile Update
INT319560,US00016628,Payment Extension
INT319561,US00016628,Transfer of Service
INT319562,US00016628,Move-In
INT319563,US00016629,Budget Billing Enrollment
INT319564,US00016629,Service Order Reschedule
INT319565,US00016629,Switch Supplier
INT319566,US00016629,Transfer of Service
INT319567,US00016629,Profile Update
INT319568,US00016629,Transfer of Service
INT319569,US00016629,Meter Read Reported
INT319570,US00016629,High Bill
INT319571,US00016629,Move-In
INT319572,US00016629,High Bill
INT319573,US00016629,Switch Supplier
INT319574,US00016629,Move-In
INT319575,US00016629,Low Income Program Request
INT319576,US00016630,High Bill
INT319577,US00016630,Meter Read Reported
INT319578,US00016630,Move-In
INT319579,US00016630,Transfer of Service
INT319580,US00016630,Profile Update
INT319581,US00016630,Bill Correction
INT319582,US00016630,Payment Arrangement
INT319583,US00016630,Medical Certificate
INT319584,US00016630,Switch Supplier
INT319585,US00016630,Low Income Program Request
INT319586,US00016630,Low Income Program Request
INT319587,US00016630,Transfer of Service
INT319588,US00016630,Payment Extension
INT319589,US00016630,Service Order Reschedule
INT319590,US00016630,Payment Arrangement
INT319591,US00016631,High Bill
INT319592,US00016631,Medical Certificate
INT319593,US00016631,Budget Billing Enrollment
INT319594,US00016631,Transfer of Service
INT319595,US00016631,Low Income Program Request
INT319596,US00016631,Move-In
INT319597,US00016631,Payment Extension
INT319598,US00016631,Service Order Reschedule
INT319599,US00016631,Low Income Program Request
INT319600,US00016631,Meter Read Reported
INT319601,US00016632,Budget Billing Enrollment
INT319602,US00016632,Service Order Reschedule
INT319603,US00016632,Profile Update
INT319604,US00016632,Budget Billing Enrollment
INT319605,US00016632,Transfer of Service
INT319606,US00016632,Profile Update
INT319607,US00016632,Service Order Request
INT319608,US00016632,High Bill
INT319609,US00016632,Medical Certificate
INT319610,US00016632,Profile Update
INT319611,US00016632,Move-In
INT319612,US00016632,Bill Correction
INT319613,US00016632,Meter Read Reported
INT319614,US00016633,Switch Supplier
INT319615,US00016633,Transfer of Service
INT319616,US00016633,Bill Correction
INT319617,US00016633,Meter Read Reported
INT319618,US00016633,Profile Update
INT319619,US00016633,High Bill
INT319620,US00016633,High Bill
INT319621,US00016633,Rebate Request
INT319622,US00016633,Profile Update
INT319623,US00016633,Service Order Reschedule
INT319624,US00016633,Budget Billing Enrollment
INT319625,US00016633,Service Order Request
INT319626,US00016633,Medical Certificate
INT319627,US00016634,High Bill
INT319628,US00016634,Meter Read Reported
INT319629,US00016634,Payment Arrangement
INT319630,US00016634,Transfer of Service
INT319631,US00016634,Payment Arrangement
INT319632,US00016634,Bill Correction
INT319633,US00016634,Bill Correction
INT319634,US00016634,Rebate Request
INT319635,US00016634,Rebate Request
INT319636,US00016634,Meter Read Reported
INT319637,US00016634,Service Order Reschedule
INT319638,US00016635,High Bill
INT319639,US00016635,Service Order Request
INT319640,US00016635,Transfer of Service
INT319641,US00016635,Profile Update
INT319642,US00016635,Service Order Reschedule
INT319643,US00016635,Payment Arrangement
INT319644,US00016635,Move-In
INT319645,US00016635,High Bill
INT319646,US00016635,Service Order Request
INT319647,US00016635,Profile Update
INT319648,US00016635,Payment Arrangement
INT319649,US00016636,Service Order Request
INT319650,US00016636,Low Income Program Request
INT319651,US00016636,Service Order Reschedule
INT319652,US00016636,Low Income Program Request
INT319653,US00016636,Move-In
INT319654,US00016636,Rebate Request
INT319655,US00016636,Bill Correction
INT319656,US00016636,High Bill
INT319657,US00016636,Switch Supplier
INT319658,US00016636,Rebate Request
INT319659,US00016636,Switch Supplier
INT319660,US00016636,High Bill
INT319661,US00016636,Budget Billing Enrollment
INT319662,US00016637,Service Order Reschedule
INT319663,US00016637,Profile Update
INT319664,US00016637,Transfer of Service
INT319665,US00016637,Payment Extension
INT319666,US00016637,Meter Read Reported
INT319667,US00016637,Meter Read Reported
INT319668,US00016637,Medical Certificate
INT319669,US00016637,Transfer of Service
INT319670,US00016637,Bill Correction
INT319671,US00016637,Switch Supplier
INT319672,US00016637,Rebate Request
INT319673,US00016638,Service Order Reschedule
INT319674,US00016638,Payment Extension
INT319675,US00016638,Medical Certificate
INT319676,US00016638,Rebate Request
INT319677,US00016638,Service Order Request
INT319678,US00016638,Meter Read Reported
INT319679,US00016638,Profile Update
INT319680,US00016638,Service Order Request
INT319681,US00016639,Service Order Reschedule
INT319682,US00016639,Service Order Reschedule
INT319683,US00016639,Rebate Request
INT319684,US00016639,High Bill
INT319685,US00016639,Service Order Reschedule
INT319686,US00016639,Service Order Reschedule
INT319687,US00016639,Meter Read Reported
INT319688,US00016639,Bill Correction
INT319689,US00016639,Payment Extension
INT319690,US00016639,Meter Read Reported
INT319691,US00016639,High Bill
INT319692,US00016639,Low Income Program Request
INT319693,US00016640,Transfer of Service
INT319694,US00016640,Service Order Request
INT319695,US00016640,Profile Update
INT319696,US00016640,Switch Supplier
INT319697,US00016640,Payment Extension
INT319698,US00016640,Meter Read Reported
INT319699,US00016640,High Bill
INT319700,US00016640,Service Order Reschedule
INT319701,US00016640,Transfer of Service
INT319702,US00016640,Budget Billing Enrollment
INT319703,US00016640,Bill Correction
INT319704,US00016641,Move-In
INT319705,US00016641,Medical Certificate
INT319706,US00016641,Transfer of Service
INT319707,US00016641,Rebate Request
INT319708,US00016641,Profile Update
INT319709,US00016641,Payment Arrangement
INT319710,US00016641,Budget Billing Enrollment
INT319711,US00016641,Budget Billing Enrollment
INT319712,US00016641,Service Order Request
INT319713,US00016641,Move-In
INT319714,US00016641,Budget Billing Enrollment
INT319715,US00016642,Medical Certificate
INT319716,US00016642,Payment Extension
INT319717,US00016642,Low Income Program Request
INT319718,US00016642,Payment Extension
INT319719,US00016642,Rebate Request
INT319720,US00016642,Service Order Reschedule
INT319721,US00016642,Payment Arrangement
INT319722,US00016642,Rebate Request
INT319723,US00016642,Low Income Program Request
INT319724,US00016642,Service Order Request
INT319725,US00016643,Bill Correction
INT319726,US00016643,Service Order Request
INT319727,US00016643,Rebate Request
INT319728,US00016643,Rebate Request
INT319729,US00016643,Medical Certificate
INT319730,US00016643,Payment Arrangement
INT319731,US00016643,Profile Update
INT319732,US00016643,Payment Extension
INT319733,US00016643,Medical Certificate
INT319734,US00016644,Transfer of Service
INT319735,US00016644,Service Order Request
INT319736,US00016644,Medical Certificate
INT319737,US00016644,Transfer of Service
INT319738,US00016644,Move-In
INT319739,US00016644,Switch Supplier
INT319740,US00016644,Medical Certificate
INT319741,US00016644,Service Order Reschedule
INT319742,US00016644,Switch Supplier
INT319743,US00016644,Low Income Program Request
INT319744,US00016644,Transfer of Service
INT319745,US00016645,Meter Read Reported
INT319746,US00016645,Rebate Request
INT319747,US00016645,Move-In
INT319748,US00016645,Bill Correction
INT319749,US00016645,Service Order Request
INT319750,US00016645,Service Order Request
INT319751,US00016645,Service Order Reschedule
