Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT320798,US00016733,Email,Happy,Kate,2
INT320799,US00016733,Email,Very Unhappy,Ashley,2
INT320800,US00016733,SMS,Happy,,1
INT320801,US00016733,Self-Service,Very Happy,,3
INT320802,US00016733,Self-Service,Very Unhappy,,3
INT320803,US00016733,Self-Service,Very Unhappy,,3
INT320804,US00016733,Case,Happy,Ashley,2
INT320805,US00016733,Case,Unhappy,Ashley,2
INT320806,US00016733,IVR,Unhappy,,2
INT320807,US00016733,IVR,Happy,,2
INT320808,US00016734,Phone,Very Happy,Ashley,3
INT320809,US00016734,Phone,Happy,Javier,3
INT320810,US00016734,Phone,Unhappy,Javier,3
INT320811,US00016734,Email,Very Happy,Javier,3
INT320812,US00016734,Email,Happy,Javier,3
INT320813,US00016734,Email,Neutral,Kate,3
INT320814,US00016734,SMS,Happy,,2
INT320815,US00016734,SMS,Neutral,,2
INT320816,US00016734,Self-Service,Neutral,,3
INT320817,US00016734,Self-Service,Very Happy,,3
INT320818,US00016734,Self-Service,Very Happy,,3
INT320819,US00016734,Case,Very Happy,Javier,3
INT320820,US00016734,Case,Happy,Kate,3
INT320821,US00016734,Case,Neutral,Kate,3
INT320822,US00016734,IVR,Very Happy,,1
INT320823,US00016735,Phone,Happy,Kate,2
INT320824,US00016735,Phone,Neutral,Kate,2
INT320825,US00016735,Email,Neutral,Kate,3
INT320826,US00016735,Email,Unhappy,Kate,3
INT320827,US00016735,Email,Very Happy,Kate,3
INT320828,US00016735,SMS,Neutral,,2
INT320829,US00016735,SMS,Neutral,,2
INT320830,US00016735,Self-Service,Happy,,3
INT320831,US00016735,Self-Service,Unhappy,,3
INT320832,US00016735,Self-Service,Very Happy,,3
INT320833,US00016735,Case,Very Happy,Ashley,3
INT320834,US00016735,Case,Very Happy,Ashley,3
INT320835,US00016735,Case,Very Happy,Javier,3
INT320836,US00016735,IVR,Neutral,,1
INT320837,US00016736,Phone,Neutral,Javier,3
INT320838,US00016736,Phone,Very Happy,Javier,3
INT320839,US00016736,Phone,Neutral,Kate,3
INT320840,US00016736,Email,Unhappy,Javier,3
INT320841,US00016736,Email,Neutral,Ashley,3
INT320842,US00016736,Email,Unhappy,Ashley,3
INT320843,US00016736,SMS,Neutral,,2
INT320844,US00016736,SMS,Happy,,2
INT320845,US00016736,Self-Service,Happy,,1
INT320846,US00016736,Case,Very Happy,Ashley,2
INT320847,US00016736,Case,Very Unhappy,Ashley,2
INT320848,US00016736,IVR,Very Happy,,2
INT320849,US00016736,IVR,Unhappy,,2
INT320850,US00016737,Phone,Unhappy,Javier,1
INT320851,US00016737,Email,Happy,Kate,2
INT320852,US00016737,Email,Neutral,Kate,2
INT320853,US00016737,SMS,Neutral,,1
INT320854,US00016737,Self-Service,Very Happy,,2
INT320855,US00016737,Self-Service,Neutral,,2
INT320856,US00016737,Case,Unhappy,Kate,1
INT320857,US00016737,IVR,Very Unhappy,,2
INT320858,US00016737,IVR,Happy,,2
INT320859,US00016738,Phone,Neutral,Ashley,3
INT320860,US00016738,Phone,Very Unhappy,Ashley,3
INT320861,US00016738,Phone,Happy,Kate,3
INT320862,US00016738,Email,Neutral,Ashley,1
INT320863,US00016738,SMS,Very Happy,,1
INT320864,US00016738,Self-Service,Neutral,,3
INT320865,US00016738,Self-Service,Happy,,3
INT320866,US00016738,Self-Service,Happy,,3
INT320867,US00016738,Case,Very Happy,Kate,3
INT320868,US00016738,Case,Very Happy,Ashley,3
INT320869,US00016738,Case,Neutral,Javier,3
INT320870,US00016738,IVR,Happy,,3
INT320871,US00016738,IVR,Very Happy,,3
INT320872,US00016738,IVR,Happy,,3
INT320873,US00016739,Phone,Unhappy,Javier,3
INT320874,US00016739,Phone,Unhappy,Ashley,3
INT320875,US00016739,Phone,Happy,Kate,3
INT320876,US00016739,Email,Happy,Ashley,3
INT320877,US00016739,Email,Very Happy,Ashley,3
INT320878,US00016739,Email,Happy,Kate,3
INT320879,US00016739,SMS,Happy,,1
INT320880,US00016739,Self-Service,Unhappy,,2
INT320881,US00016739,Self-Service,Very Happy,,2
INT320882,US00016739,Case,Very Happy,Javier,1
INT320883,US00016739,IVR,Very Unhappy,,1
INT320884,US00016740,Phone,Unhappy,Ashley,2
INT320885,US00016740,Phone,Happy,Javier,2
INT320886,US00016740,Email,Very Happy,Javier,3
INT320887,US00016740,Email,Unhappy,Ashley,3
INT320888,US00016740,Email,Unhappy,Ashley,3
INT320889,US00016740,SMS,Happy,,3
INT320890,US00016740,SMS,Very Unhappy,,3
INT320891,US00016740,SMS,Neutral,,3
INT320892,US00016740,Self-Service,Very Happy,,1
INT320893,US00016740,Case,Neutral,Javier,1
INT320894,US00016740,IVR,Very Happy,,2
INT320895,US00016740,IVR,Very Happy,,2
INT320896,US00016741,Phone,Unhappy,Javier,2
INT320897,US00016741,Phone,Happy,Javier,2
INT320898,US00016741,Email,Neutral,Ashley,3
INT320899,US00016741,Email,Neutral,Kate,3
INT320900,US00016741,Email,Very Happy,Javier,3
INT320901,US00016741,SMS,Neutral,,2
INT320902,US00016741,SMS,Happy,,2
INT320903,US00016741,Self-Service,Very Happy,,2
INT320904,US00016741,Self-Service,Unhappy,,2
INT320905,US00016741,Case,Happy,Javier,1
INT320906,US00016741,IVR,Unhappy,,1
INT320907,US00016742,Phone,Unhappy,Kate,3
INT320908,US00016742,Phone,Very Happy,Javier,3
INT320909,US00016742,Phone,Neutral,Ashley,3
INT320910,US00016742,Email,Happy,Javier,1
INT320911,US00016742,SMS,Very Happy,,1
INT320912,US00016742,Self-Service,Happy,,1
INT320913,US00016742,Case,Unhappy,Kate,2
INT320914,US00016742,Case,Very Happy,Ashley,2
INT320915,US00016742,IVR,Very Happy,,2
INT320916,US00016742,IVR,Neutral,,2
INT320917,US00016743,Phone,Neutral,Javier,3
INT320918,US00016743,Phone,Very Unhappy,Ashley,3
INT320919,US00016743,Phone,Unhappy,Ashley,3
INT320920,US00016743,Email,Happy,Ashley,3
INT320921,US00016743,Email,Unhappy,Javier,3
INT320922,US00016743,Email,Very Happy,Kate,3
INT320923,US00016743,SMS,Happy,,2
INT320924,US00016743,SMS,Very Unhappy,,2
INT320925,US00016743,Self-Service,Unhappy,,2
INT320926,US00016743,Self-Service,Happy,,2
INT320927,US00016743,Case,Unhappy,Kate,2
INT320928,US00016743,Case,Very Happy,Ashley,2
INT320929,US00016743,IVR,Happy,,2
INT320930,US00016743,IVR,Very Happy,,2
INT320931,US00016744,Phone,Very Unhappy,Javier,1
INT320932,US00016744,Email,Neutral,Javier,1
INT320933,US00016744,SMS,Happy,,1
INT320934,US00016744,Self-Service,Very Happy,,1
INT320935,US00016744,Case,Neutral,Kate,3
INT320936,US00016744,Case,Very Happy,Kate,3
INT320937,US00016744,Case,Very Happy,Javier,3
INT320938,US00016744,IVR,Happy,,1
INT320939,US00016745,Phone,Happy,Javier,3
INT320940,US00016745,Phone,Neutral,Ashley,3
INT320941,US00016745,Phone,Neutral,Ashley,3
INT320942,US00016745,Email,Neutral,Ashley,1
INT320943,US00016745,SMS,Happy,,3
INT320944,US00016745,SMS,Unhappy,,3
INT320945,US00016745,SMS,Very Happy,,3
INT320946,US00016745,Self-Service,Very Happy,,3
INT320947,US00016745,Self-Service,Neutral,,3
INT320948,US00016745,Self-Service,Very Happy,,3
INT320949,US00016745,Case,Happy,Ashley,1
INT320950,US00016745,IVR,Happy,,3
INT320951,US00016745,IVR,Very Happy,,3
INT320952,US00016745,IVR,Unhappy,,3
INT320953,US00016746,Phone,Unhappy,Kate,3
INT320954,US00016746,Phone,Happy,Ashley,3
INT320955,US00016746,Phone,Very Happy,Kate,3
INT320956,US00016746,Email,Unhappy,Kate,2
INT320957,US00016746,Email,Very Happy,Ashley,2
INT320958,US00016746,SMS,Happy,,3
INT320959,US00016746,SMS,Very Happy,,3
INT320960,US00016746,SMS,Very Happy,,3
INT320961,US00016746,Self-Service,Happy,,3
INT320962,US00016746,Self-Service,Very Happy,,3
INT320963,US00016746,Self-Service,Very Unhappy,,3
INT320964,US00016746,Case,Very Happy,Ashley,3
INT320965,US00016746,Case,Happy,Kate,3
INT320966,US00016746,Case,Very Unhappy,Ashley,3
INT320967,US00016746,IVR,Unhappy,,2
INT320968,US00016746,IVR,Unhappy,,2
INT320969,US00016747,Phone,Neutral,Javier,2
INT320970,US00016747,Phone,Very Unhappy,Ashley,2
INT320971,US00016747,Email,Very Happy,Kate,1
INT320972,US00016747,SMS,Happy,,1
INT320973,US00016747,Self-Service,Neutral,,1
INT320974,US00016747,Case,Happy,Javier,1
INT320975,US00016747,IVR,Neutral,,1
INT320976,US00016748,Phone,Neutral,Javier,2
INT320977,US00016748,Phone,Very Unhappy,Kate,2
INT320978,US00016748,Email,Unhappy,Javier,3
INT320979,US00016748,Email,Unhappy,Ashley,3
INT320980,US00016748,Email,Happy,Kate,3
INT320981,US00016748,SMS,Neutral,,1
INT320982,US00016748,Self-Service,Happy,,3
INT320983,US00016748,Self-Service,Very Happy,,3
INT320984,US00016748,Self-Service,Happy,,3
INT320985,US00016748,Case,Neutral,Kate,3
INT320986,US00016748,Case,Very Happy,Kate,3
INT320987,US00016748,Case,Happy,Ashley,3
INT320988,US00016748,IVR,Neutral,,3
INT320989,US00016748,IVR,Neutral,,3
INT320990,US00016748,IVR,Unhappy,,3
INT320991,US00016749,Phone,Unhappy,Ashley,1
INT320992,US00016749,Email,Very Happy,Javier,2
INT320993,US00016749,Email,Happy,Kate,2
INT320994,US00016749,SMS,Very Unhappy,,3
INT320995,US00016749,SMS,Unhappy,,3
INT320996,US00016749,SMS,Happy,,3
INT320997,US00016749,Self-Service,Very Unhappy,,2
INT320998,US00016749,Self-Service,Very Unhappy,,2
INT320999,US00016749,Case,Very Happy,Javier,1
INT321000,US00016749,IVR,Very Unhappy,,1
INT321001,US00016750,Phone,Very Happy,Ashley,3
INT321002,US00016750,Phone,Neutral,Ashley,3
INT321003,US00016750,Phone,Neutral,Kate,3
INT321004,US00016750,Email,Happy,Kate,3
INT321005,US00016750,Email,Unhappy,Ashley,3
INT321006,US00016750,Email,Happy,Javier,3
INT321007,US00016750,SMS,Happy,,2
INT321008,US00016750,SMS,Neutral,,2
INT321009,US00016750,Self-Service,Very Happy,,1
INT321010,US00016750,Case,Neutral,Javier,1
INT321011,US00016750,IVR,Very Happy,,2
INT321012,US00016750,IVR,Very Happy,,2
INT321013,US00016751,Phone,Very Unhappy,Javier,1
INT321014,US00016751,Email,Neutral,Ashley,3
INT321015,US00016751,Email,Very Happy,Kate,3
INT321016,US00016751,Email,Neutral,Kate,3
INT321017,US00016751,SMS,Neutral,,2
INT321018,US00016751,SMS,Very Unhappy,,2
INT321019,US00016751,Self-Service,Very Happy,,3
INT321020,US00016751,Self-Service,Very Happy,,3
INT321021,US00016751,Self-Service,Neutral,,3
INT321022,US00016751,Case,Neutral,Kate,1
INT321023,US00016751,IVR,Happy,,2
INT321024,US00016751,IVR,Neutral,,2
INT321025,US00016752,Phone,Neutral,Ashley,2
INT321026,US00016752,Phone,Happy,Javier,2
INT321027,US00016752,Email,Neutral,Kate,2
INT321028,US00016752,Email,Happy,Javier,2
INT321029,US00016752,SMS,Neutral,,3
INT321030,US00016752,SMS,Very Happy,,3
INT321031,US00016752,SMS,Unhappy,,3
INT321032,US00016752,Self-Service,Very Happy,,1
INT321033,US00016752,Case,Unhappy,Javier,2
INT321034,US00016752,Case,Neutral,Javier,2
INT321035,US00016752,IVR,Very Unhappy,,2
INT321036,US00016752,IVR,Very Happy,,2
INT321037,US00016753,Phone,Neutral,Javier,1
INT321038,US00016753,Email,Neutral,Javier,3
INT321039,US00016753,Email,Happy,Javier,3
INT321040,US00016753,Email,Very Unhappy,Kate,3
INT321041,US00016753,SMS,Very Happy,,2
INT321042,US00016753,SMS,Very Happy,,2
INT321043,US00016753,Self-Service,Neutral,,1
INT321044,US00016753,Case,Neutral,Javier,1
INT321045,US00016753,IVR,Very Happy,,3
INT321046,US00016753,IVR,Unhappy,,3
INT321047,US00016753,IVR,Happy,,3
INT321048,US00016754,Phone,Very Unhappy,Kate,1
INT321049,US00016754,Email,Neutral,Kate,3
INT321050,US00016754,Email,Unhappy,Kate,3
INT321051,US00016754,Email,Unhappy,Javier,3
INT321052,US00016754,SMS,Neutral,,3
INT321053,US00016754,SMS,Very Unhappy,,3
INT321054,US00016754,SMS,Happy,,3
INT321055,US00016754,Self-Service,Very Happy,,3
INT321056,US00016754,Self-Service,Happy,,3
INT321057,US00016754,Self-Service,Happy,,3
INT321058,US00016754,Case,Very Unhappy,Kate,2
INT321059,US00016754,Case,Very Unhappy,Ashley,2
INT321060,US00016754,IVR,Very Happy,,2
INT321061,US00016754,IVR,Neutral,,2
INT321062,US00016755,Phone,Happy,Ashley,3
INT321063,US00016755,Phone,Very Happy,Javier,3
INT321064,US00016755,Phone,Happy,Kate,3
INT321065,US00016755,Email,Very Unhappy,Ashley,1
INT321066,US00016755,SMS,Happy,,1
INT321067,US00016755,Self-Service,Unhappy,,1
INT321068,US00016755,Case,Happy,Kate,2
INT321069,US00016755,Case,Happy,Javier,2
INT321070,US00016755,IVR,Happy,,1
INT321071,US00016756,Phone,Neutral,Ashley,2
INT321072,US00016756,Phone,Unhappy,Ashley,2
INT321073,US00016756,Email,Happy,Javier,1
INT321074,US00016756,SMS,Happy,,2
INT321075,US00016756,SMS,Very Happy,,2
INT321076,US00016756,Self-Service,Happy,,1
INT321077,US00016756,Case,Very Unhappy,Javier,3
INT321078,US00016756,Case,Neutral,Kate,3
INT321079,US00016756,Case,Happy,Ashley,3
INT321080,US00016756,IVR,Very Happy,,1
INT321081,US00016757,Phone,Neutral,Ashley,3
INT321082,US00016757,Phone,Happy,Javier,3
INT321083,US00016757,Phone,Unhappy,Kate,3
INT321084,US00016757,Email,Very Unhappy,Kate,2
INT321085,US00016757,Email,Happy,Javier,2
INT321086,US00016757,SMS,Happy,,2
INT321087,US00016757,SMS,Unhappy,,2
INT321088,US00016757,Self-Service,Happy,,1
INT321089,US00016757,Case,Neutral,Ashley,1
INT321090,US00016757,IVR,Unhappy,,3
INT321091,US00016757,IVR,Unhappy,,3
INT321092,US00016757,IVR,Unhappy,,3
INT321093,US00016758,Phone,Very Unhappy,Javier,2
INT321094,US00016758,Phone,Very Unhappy,Ashley,2
INT321095,US00016758,Email,Happy,Javier,3
INT321096,US00016758,Email,Happy,Ashley,3
INT321097,US00016758,Email,Very Happy,Kate,3
INT321098,US00016758,SMS,Neutral,,2
INT321099,US00016758,SMS,Happy,,2
INT321100,US00016758,Self-Service,Unhappy,,3
INT321101,US00016758,Self-Service,Very Unhappy,,3
INT321102,US00016758,Self-Service,Neutral,,3
INT321103,US00016758,Case,Very Unhappy,Javier,1
INT321104,US00016758,IVR,Neutral,,3
INT321105,US00016758,IVR,Very Unhappy,,3
INT321106,US00016758,IVR,Very Unhappy,,3
INT321107,US00016759,Phone,Happy,Ashley,2
INT321108,US00016759,Phone,Very Happy,Kate,2
INT321109,US00016759,Email,Neutral,Kate,1
INT321110,US00016759,SMS,Happy,,3
INT321111,US00016759,SMS,Very Happy,,3
INT321112,US00016759,SMS,Very Happy,,3
INT321113,US00016759,Self-Service,Happy,,1
INT321114,US00016759,Case,Very Happy,Ashley,3
INT321115,US00016759,Case,Very Happy,Ashley,3
INT321116,US00016759,Case,Happy,Kate,3
INT321117,US00016759,IVR,Neutral,,1
INT321118,US00016760,Phone,Happy,Javier,2
INT321119,US00016760,Phone,Unhappy,Kate,2
INT321120,US00016760,Email,Neutral,Kate,2
INT321121,US00016760,Email,Happy,Javier,2
INT321122,US00016760,SMS,Neutral,,2
INT321123,US00016760,SMS,Neutral,,2
INT321124,US00016760,Self-Service,Happy,,1
INT321125,US00016760,Case,Very Happy,Kate,2
INT321126,US00016760,Case,Very Happy,Ashley,2
INT321127,US00016760,IVR,Neutral,,3
INT321128,US00016760,IVR,Neutral,,3
INT321129,US00016760,IVR,Happy,,3
INT321130,US00016761,Phone,Neutral,Kate,2
INT321131,US00016761,Phone,Very Happy,Kate,2
INT321132,US00016761,Email,Happy,Kate,2
INT321133,US00016761,Email,Unhappy,Kate,2
INT321134,US00016761,SMS,Very Unhappy,,2
INT321135,US00016761,SMS,Very Happy,,2
INT321136,US00016761,Self-Service,Neutral,,2
INT321137,US00016761,Self-Service,Neutral,,2
INT321138,US00016761,Case,Happy,Kate,2
INT321139,US00016761,Case,Very Unhappy,Javier,2
INT321140,US00016761,IVR,Happy,,1
INT321141,US00016762,Phone,Very Happy,Kate,2
INT321142,US00016762,Phone,Unhappy,Ashley,2
INT321143,US00016762,Email,Very Unhappy,Ashley,1
INT321144,US00016762,SMS,Happy,,3
INT321145,US00016762,SMS,Happy,,3
INT321146,US00016762,SMS,Very Happy,,3
INT321147,US00016762,Self-Service,Neutral,,3
INT321148,US00016762,Self-Service,Happy,,3
INT321149,US00016762,Self-Service,Very Unhappy,,3
INT321150,US00016762,Case,Happy,Javier,2
INT321151,US00016762,Case,Happy,Javier,2
INT321152,US00016762,IVR,Unhappy,,3
INT321153,US00016762,IVR,Very Unhappy,,3
INT321154,US00016762,IVR,Happy,,3
INT321155,US00016763,Phone,Very Happy,Javier,3
INT321156,US00016763,Phone,Unhappy,Javier,3
INT321157,US00016763,Phone,Very Happy,Kate,3
INT321158,US00016763,Email,Happy,Kate,2
INT321159,US00016763,Email,Very Happy,Javier,2
INT321160,US00016763,SMS,Very Happy,,3
INT321161,US00016763,SMS,Neutral,,3
INT321162,US00016763,SMS,Very Happy,,3
INT321163,US00016763,Self-Service,Unhappy,,3
INT321164,US00016763,Self-Service,Very Happy,,3
INT321165,US00016763,Self-Service,Very Happy,,3
INT321166,US00016763,Case,Neutral,Ashley,2
INT321167,US00016763,Case,Happy,Ashley,2
INT321168,US00016763,IVR,Unhappy,,1
INT321169,US00016764,Phone,Very Happy,Kate,1
INT321170,US00016764,Email,Unhappy,Ashley,3
INT321171,US00016764,Email,Happy,Kate,3
INT321172,US00016764,Email,Happy,Kate,3
INT321173,US00016764,SMS,Very Happy,,1
INT321174,US00016764,Self-Service,Happy,,3
INT321175,US00016764,Self-Service,Unhappy,,3
INT321176,US00016764,Self-Service,Very Happy,,3
INT321177,US00016764,Case,Unhappy,Javier,3
INT321178,US00016764,Case,Very Happy,Ashley,3
INT321179,US00016764,Case,Happy,Kate,3
INT321180,US00016764,IVR,Happy,,3
INT321181,US00016764,IVR,Neutral,,3
INT321182,US00016764,IVR,Very Unhappy,,3
INT321183,US00016765,Phone,Unhappy,Ashley,3
INT321184,US00016765,Phone,Neutral,Javier,3
INT321185,US00016765,Phone,Happy,Javier,3
INT321186,US00016765,Email,Unhappy,Javier,2
INT321187,US00016765,Email,Happy,Kate,2
INT321188,US00016765,SMS,Very Happy,,3
INT321189,US00016765,SMS,Neutral,,3
INT321190,US00016765,SMS,Happy,,3
INT321191,US00016765,Self-Service,Happy,,3
INT321192,US00016765,Self-Service,Very Happy,,3
INT321193,US00016765,Self-Service,Very Happy,,3
INT321194,US00016765,Case,Happy,Ashley,3
INT321195,US00016765,Case,Very Happy,Javier,3
INT321196,US00016765,Case,Neutral,Ashley,3
INT321197,US00016765,IVR,Unhappy,,3
INT321198,US00016765,IVR,Neutral,,3
INT321199,US00016765,IVR,Neutral,,3
INT321200,US00016766,Phone,Neutral,Javier,1
INT321201,US00016766,Email,Happy,Ashley,2
INT321202,US00016766,Email,Happy,Kate,2
INT321203,US00016766,SMS,Very Happy,,1
INT321204,US00016766,Self-Service,Very Unhappy,,3
INT321205,US00016766,Self-Service,Very Happy,,3
INT321206,US00016766,Self-Service,Very Happy,,3
INT321207,US00016766,Case,Unhappy,Ashley,2
INT321208,US00016766,Case,Very Happy,Kate,2
INT321209,US00016766,IVR,Very Happy,,3
INT321210,US00016766,IVR,Very Happy,,3
INT321211,US00016766,IVR,Happy,,3
INT321212,US00016767,Phone,Happy,Kate,2
INT321213,US00016767,Phone,Unhappy,Kate,2
INT321214,US00016767,Email,Unhappy,Ashley,3
INT321215,US00016767,Email,Very Happy,Javier,3
INT321216,US00016767,Email,Neutral,Javier,3
INT321217,US00016767,SMS,Very Unhappy,,3
INT321218,US00016767,SMS,Very Unhappy,,3
INT321219,US00016767,SMS,Happy,,3
INT321220,US00016767,Self-Service,Neutral,,3
INT321221,US00016767,Self-Service,Unhappy,,3
INT321222,US00016767,Self-Service,Happy,,3
INT321223,US00016767,Case,Unhappy,Ashley,3
INT321224,US00016767,Case,Neutral,Javier,3
INT321225,US00016767,Case,Unhappy,Javier,3
INT321226,US00016767,IVR,Very Happy,,3
INT321227,US00016767,IVR,Happy,,3
INT321228,US00016767,IVR,Happy,,3
INT321229,US00016768,Phone,Neutral,Kate,3
INT321230,US00016768,Phone,Very Unhappy,Javier,3
INT321231,US00016768,Phone,Unhappy,Ashley,3
INT321232,US00016768,Email,Happy,Javier,3
INT321233,US00016768,Email,Very Happy,Javier,3
INT321234,US00016768,Email,Very Happy,Javier,3
INT321235,US00016768,SMS,Neutral,,2
INT321236,US00016768,SMS,Happy,,2
INT321237,US00016768,Self-Service,Neutral,,2
INT321238,US00016768,Self-Service,Happy,,2
INT321239,US00016768,Case,Very Happy,Javier,2
INT321240,US00016768,Case,Very Happy,Ashley,2
INT321241,US00016768,IVR,Happy,,1
INT321242,US00016769,Phone,Neutral,Kate,3
INT321243,US00016769,Phone,Unhappy,Javier,3
INT321244,US00016769,Phone,Neutral,Kate,3
INT321245,US00016769,Email,Happy,Ashley,3
INT321246,US00016769,Email,Happy,Ashley,3
INT321247,US00016769,Email,Very Happy,Ashley,3
INT321248,US00016769,SMS,Happy,,3
INT321249,US00016769,SMS,Happy,,3
INT321250,US00016769,SMS,Neutral,,3
INT321251,US00016769,Self-Service,Very Happy,,1
INT321252,US00016769,Case,Happy,Kate,3
INT321253,US00016769,Case,Very Happy,Javier,3
INT321254,US00016769,Case,Very Happy,Javier,3
INT321255,US00016769,IVR,Very Unhappy,,2
INT321256,US00016769,IVR,Neutral,,2
INT321257,US00016770,Phone,Very Unhappy,Kate,2
INT321258,US00016770,Phone,Unhappy,Ashley,2
INT321259,US00016770,Email,Happy,Kate,3
INT321260,US00016770,Email,Happy,Javier,3
INT321261,US00016770,Email,Very Happy,Ashley,3
INT321262,US00016770,SMS,Unhappy,,1
INT321263,US00016770,Self-Service,Very Unhappy,,3
INT321264,US00016770,Self-Service,Very Unhappy,,3
INT321265,US00016770,Self-Service,Happy,,3
INT321266,US00016770,Case,Happy,Javier,1
INT321267,US00016770,IVR,Very Happy,,3
INT321268,US00016770,IVR,Neutral,,3
INT321269,US00016770,IVR,Unhappy,,3
INT321270,US00016771,Phone,Very Unhappy,Ashley,2
INT321271,US00016771,Phone,Unhappy,Kate,2
INT321272,US00016771,Email,Neutral,Javier,2
INT321273,US00016771,Email,Very Happy,Kate,2
INT321274,US00016771,SMS,Very Unhappy,,1
INT321275,US00016771,Self-Service,Happy,,1
INT321276,US00016771,Case,Happy,Javier,3
INT321277,US00016771,Case,Neutral,Ashley,3
INT321278,US00016771,Case,Unhappy,Kate,3
INT321279,US00016771,IVR,Neutral,,1
INT321280,US00016772,Phone,Unhappy,Javier,3
INT321281,US00016772,Phone,Happy,Kate,3
INT321282,US00016772,Phone,Very Unhappy,Ashley,3
INT321283,US00016772,Email,Very Happy,Javier,2
INT321284,US00016772,Email,Happy,Javier,2
INT321285,US00016772,SMS,Happy,,1
INT321286,US00016772,Self-Service,Happy,,3
INT321287,US00016772,Self-Service,Neutral,,3
INT321288,US00016772,Self-Service,Very Unhappy,,3
INT321289,US00016772,Case,Very Unhappy,Javier,1
INT321290,US00016772,IVR,Happy,,3
INT321291,US00016772,IVR,Very Unhappy,,3
INT321292,US00016772,IVR,Very Happy,,3
INT321293,US00016773,Phone,Happy,Ashley,1
INT321294,US00016773,Email,Happy,Ashley,1
INT321295,US00016773,SMS,Neutral,,3
INT321296,US00016773,SMS,Very Happy,,3
